"domain" "phylum" "class" "order" "family" "genus" "species"
"ASV_2644" NA NA NA NA NA NA NA
"ASV_2645" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_2646" "Bacteria" "Acidobacteriota" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup10" NA
"ASV_2647" "Bacteria" "Bacteroidota" "Kapabacteria" "Kapabacteriales" NA NA NA
"ASV_2648" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"ASV_2649" NA NA NA NA NA NA NA
"ASV_2650" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" NA NA
"ASV_2651" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_2652" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_2653" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_2654" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" NA
"ASV_2655" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_2656" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Rhodoplanes" NA
"ASV_2657" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_2658" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Rhodoblastus" NA
"ASV_2659" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_2660" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" NA NA
"ASV_2661" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_2662" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_2663" "Bacteria" "Cyanobacteria" "Cyanobacteriia" "Chloroplast" NA NA NA
"ASV_2664" NA NA NA NA NA NA NA
"ASV_2665" NA NA NA NA NA NA NA
"ASV_2666" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_2667" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" NA NA
"ASV_2668" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"ASV_2669" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" NA
"ASV_2670" NA NA NA NA NA NA NA
"ASV_2671" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"ASV_2672" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "1174-901-12" NA
"ASV_2673" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" NA
"ASV_2674" "Bacteria" "Chloroflexi" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" NA NA
"ASV_2675" "Bacteria" NA NA NA NA NA NA
"ASV_2676" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2677" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"ASV_2678" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "CWTCU03-E12" NA NA
"ASV_2679" "Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"ASV_2680" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_2681" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_2682" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_2683" NA NA NA NA NA NA NA
"ASV_2684" "Bacteria" "Acidobacteriota" "Blastocatellia" "DS-100" NA NA NA
"ASV_2685" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"ASV_2686" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_2687" NA NA NA NA NA NA NA
"ASV_2688" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_2689" "Bacteria" NA NA NA NA NA NA
"ASV_2690" "Bacteria" NA NA NA NA NA NA
"ASV_2691" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_2692" "Bacteria" NA NA NA NA NA NA
"ASV_2693" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_2694" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_2695" NA NA NA NA NA NA NA
"ASV_2696" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "Pedosphaera" NA
"ASV_2697" NA NA NA NA NA NA NA
"ASV_2698" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Elsterales" "URHD0088" NA NA
"ASV_2699" NA NA NA NA NA NA NA
"ASV_2700" NA NA NA NA NA NA NA
"ASV_2701" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" NA
"ASV_2702" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" NA NA
"ASV_2703" "Bacteria" "Bdellovibrionota" "Oligoflexia" "0319-6G20" NA NA NA
"ASV_2704" NA NA NA NA NA NA NA
"ASV_2705" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
"ASV_2706" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "TRA3-20" NA NA
"ASV_2707" "Bacteria" "Planctomycetota" "Planctomycetes" NA NA NA NA
"ASV_2708" "Bacteria" "WPS-2" NA NA NA NA NA
"ASV_2709" NA NA NA NA NA NA NA
"ASV_2710" "Bacteria" NA NA NA NA NA NA
"ASV_2711" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_2712" "Bacteria" "Bdellovibrionota" "Oligoflexia" "Silvanigrellales" "Silvanigrellaceae" "Silvanigrella" NA
"ASV_2713" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_2714" "Bacteria" "Acidobacteriota" "Subgroup5" NA NA NA NA
"ASV_2715" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_2716" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"ASV_2717" "Bacteria" "FCPU426" NA NA NA NA NA
"ASV_2718" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" NA NA
"ASV_2719" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidisoma" NA
"ASV_2720" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "Opitutus" NA
"ASV_2721" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2722" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "Pedosphaera" NA
"ASV_2723" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_2724" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Xiphinematobacteraceae" "CandidatusXiphinematobacter" NA
"ASV_2725" NA NA NA NA NA NA NA
"ASV_2726" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2727" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2728" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2729" "Bacteria" "Bacteroidota" "Kapabacteria" "Kapabacteriales" NA NA NA
"ASV_2730" "Bacteria" "Elusimicrobiota" "LineageIIa" NA NA NA NA
"ASV_2731" "Bacteria" "Actinobacteriota" NA NA NA NA NA
"ASV_2732" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Edaphobaculum" NA
"ASV_2733" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_2734" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2735" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2736" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"ASV_2737" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_2738" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Tundrisphaera" NA
"ASV_2739" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" NA NA
"ASV_2740" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"ASV_2741" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_2742" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA NA
"ASV_2743" "Bacteria" "Acidobacteriota" NA NA NA NA NA
"ASV_2744" NA NA NA NA NA NA NA
"ASV_2745" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2746" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "LWQ8" NA NA
"ASV_2747" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_2748" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" NA NA
"ASV_2749" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" NA NA
"ASV_2750" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Paludisphaera" NA
"ASV_2751" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"ASV_2752" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Acidicaldus" NA
"ASV_2753" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA NA
"ASV_2754" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_2755" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Frankiaceae" "Jatrophihabitans" NA
"ASV_2756" "Bacteria" "Myxococcota" NA NA NA NA NA
"ASV_2757" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_2758" "Bacteria" NA NA NA NA NA NA
"ASV_2759" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_2760" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_2761" "Bacteria" "Planctomycetota" "Planctomycetes" "Pirellulales" "Pirellulaceae" NA NA
"ASV_2762" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "RhizobialesIncertaeSedis" "Bauldia" NA
"ASV_2763" "Bacteria" "Bacteroidota" "Bacteroidia" NA NA NA NA
"ASV_2764" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" "Legionella" NA
"ASV_2765" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2766" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Lysinimonas" NA
"ASV_2767" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" NA NA NA
"ASV_2768" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "S32" "TM7" NA
"ASV_2769" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Labraceae" "Labrys" NA
"ASV_2770" NA NA NA NA NA NA NA
"ASV_2771" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_2772" "Bacteria" NA NA NA NA NA NA
"ASV_2773" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Microvirga" NA
"ASV_2774" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_2775" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_2776" "Bacteria" "Firmicutes" "Bacilli" "Paenibacillales" "Paenibacillaceae" NA NA
"ASV_2777" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_2778" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2779" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_2780" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "BIrii41" NA NA
"ASV_2781" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" NA NA
"ASV_2782" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_2783" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" "TRA3-20" NA NA
"ASV_2784" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Conexibacter" NA
"ASV_2785" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_2786" "Bacteria" "Myxococcota" "Polyangia" "Polyangiales" "Polyangiaceae" "Sorangium" NA
"ASV_2787" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Terrimonas" NA
"ASV_2788" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_2789" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" NA NA
"ASV_2790" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup2" NA NA NA
"ASV_2791" NA NA NA NA NA NA NA
"ASV_2792" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "CPla-3termitegroup" NA NA
"ASV_2793" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "37-13" NA NA
"ASV_2794" NA NA NA NA NA NA NA
"ASV_2795" "Bacteria" NA NA NA NA NA NA
"ASV_2796" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "IMCC26256" NA NA NA
"ASV_2797" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "37-13" NA NA
"ASV_2798" NA NA NA NA NA NA NA
"ASV_2799" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" NA NA NA NA
"ASV_2800" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2801" "Bacteria" NA NA NA NA NA NA
"ASV_2802" "Bacteria" "Planctomycetota" "Planctomycetes" NA NA NA NA
"ASV_2803" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"ASV_2804" NA NA NA NA NA NA NA
"ASV_2805" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Diplorickettsiales" "Diplorickettsiaceae" "Aquicella" NA
"ASV_2806" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA NA
"ASV_2807" "Bacteria" "Myxococcota" "Polyangia" NA NA NA NA
"ASV_2808" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "env.OPS17" NA NA
"ASV_2809" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Steroidobacterales" "Steroidobacteraceae" "Steroidobacter" NA
"ASV_2810" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"ASV_2811" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Heliimonas" NA
"ASV_2812" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" NA
"ASV_2813" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup13" NA NA NA
"ASV_2814" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_2815" NA NA NA NA NA NA NA
"ASV_2816" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2817" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" NA NA
"ASV_2818" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_2819" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA NA
"ASV_2820" "Bacteria" "Verrucomicrobiota" NA NA NA NA NA
"ASV_2821" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Solibacterales" "Solibacteraceae" "CandidatusSolibacter" NA
"ASV_2822" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Opitutales" "Opitutaceae" "IMCC26134" NA
"ASV_2823" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" NA
"ASV_2824" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_2825" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2826" "Bacteria" NA NA NA NA NA NA
"ASV_2827" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Endobacter" NA
"ASV_2828" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_2829" "Bacteria" "Actinobacteriota" "Actinobacteria" "Frankiales" "Acidothermaceae" "Acidothermus" NA
"ASV_2830" NA NA NA NA NA NA NA
"ASV_2831" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "SM2D12" NA NA
"ASV_2832" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_2833" "Bacteria" "Actinobacteriota" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium" NA
"ASV_2834" "Bacteria" "Cyanobacteria" "Cyanobacteriia" "Chloroplast" NA NA NA
"ASV_2835" NA NA NA NA NA NA NA
"ASV_2836" NA NA NA NA NA NA NA
"ASV_2837" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" NA NA
"ASV_2838" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Burkholderiales" NA NA NA
"ASV_2839" "Bacteria" "Verrucomicrobiota" "Chlamydiae" "Chlamydiales" "Parachlamydiaceae" NA NA
"ASV_2840" "Bacteria" "Chloroflexi" "AD3" NA NA NA NA
"ASV_2841" NA NA NA NA NA NA NA
"ASV_2842" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Aquisphaera" NA
"ASV_2843" "Bacteria" "Acidobacteriota" "Holophagae" "Subgroup7" NA NA NA
"ASV_2844" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_2845" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA NA
"ASV_2846" "Bacteria" "Actinobacteriota" "Actinobacteria" "Catenulisporales" "Actinospicaceae" "Actinospica" NA
"ASV_2847" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_2848" NA NA NA NA NA NA NA
"ASV_2849" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" NA NA
"ASV_2850" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Bradyrhizobium" NA
"ASV_2851" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_2852" "Bacteria" "Myxococcota" "Polyangia" "Haliangiales" "Haliangiaceae" "Haliangium" NA
"ASV_2853" NA NA NA NA NA NA NA
"ASV_2854" NA NA NA NA NA NA NA
"ASV_2855" "Bacteria" NA NA NA NA NA NA
"ASV_2856" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" NA NA
"ASV_2857" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" NA NA NA
"ASV_2858" NA NA NA NA NA NA NA
"ASV_2859" "Bacteria" "Actinobacteriota" "Acidimicrobiia" NA NA NA NA
"ASV_2860" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Dongiales" "Dongiaceae" "Dongia" NA
"ASV_2861" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" NA
"ASV_2862" "Bacteria" NA NA NA NA NA NA
"ASV_2863" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA NA
"ASV_2864" "Bacteria" "Actinobacteriota" "Acidimicrobiia" "Microtrichales" NA NA NA
"ASV_2865" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Reyranellales" "Reyranellaceae" "Reyranella" NA
"ASV_2866" "Bacteria" "Acidobacteriota" "Blastocatellia" "Pyrinomonadales" "Pyrinomonadaceae" "RB41" NA
"ASV_2867" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_2868" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_2869" "Bacteria" "Acidobacteriota" "Acidobacteriae" NA NA NA NA
"ASV_2870" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Subgroup12" NA NA NA
"ASV_2871" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_2872" NA NA NA NA NA NA NA
"ASV_2873" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" NA NA
"ASV_2874" NA NA NA NA NA NA NA
"ASV_2875" "Bacteria" NA NA NA NA NA NA
"ASV_2876" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_2877" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "CPla-3termitegroup" NA NA
"ASV_2878" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" NA NA NA
"ASV_2879" "Bacteria" "Gemmatimonadota" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"ASV_2880" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" NA NA
"ASV_2881" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Dongiales" "Dongiaceae" "Dongia" NA
"ASV_2882" "Bacteria" "Dependentiae" "Babeliae" "Babeliales" "Vermiphilaceae" NA NA
"ASV_2883" "Bacteria" "Chloroflexi" "TK10" NA NA NA NA
"ASV_2884" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_2885" "Bacteria" NA NA NA NA NA NA
"ASV_2886" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiae" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"ASV_2887" "Bacteria" "Planctomycetota" "vadinHA49" NA NA NA NA
"ASV_2888" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Pedomicrobium" NA
"ASV_2889" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_2890" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" NA NA
"ASV_2891" "Bacteria" "Actinobacteriota" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" NA NA
"ASV_2892" NA NA NA NA NA NA NA
"ASV_2893" "Bacteria" NA NA NA NA NA NA
"ASV_2894" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA NA
"ASV_2895" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" NA NA
"ASV_2896" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" "Acidobacteriaceae(Subgroup1)" "Occallatibacter" NA
"ASV_2897" "Bacteria" "Planctomycetota" "Planctomycetes" "Gemmatales" "Gemmataceae" "Gemmata" NA
"ASV_2898" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Acidobacteriales" NA NA NA
"ASV_2899" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"ASV_2900" "Bacteria" "Actinobacteriota" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA NA
"ASV_2901" NA NA NA NA NA NA NA
"ASV_2902" "Bacteria" "Planctomycetota" "Phycisphaerae" "Tepidisphaerales" "WD2101soilgroup" NA NA
"ASV_2903" "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA NA
"ASV_2904" "Bacteria" "Bacteroidota" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter" NA
